key,statute_code,law_section_code,law_section_desc,violation_type_code,violation_type,concat,count,top_level_epa_summary,top_level_usc,drilldown_epa_summary,drilldown_usc,drilldown_cfr,drilldown_fr,
CERCLA-122H-OTHER,CERCLA,122H,Administrative Cost Recovery Settlement,OTHER,Other/Miscellaneous,CERCLA 122H Administrative Cost Recovery Settlement OTHER Other/Miscellaneous,59,https://www.epa.gov/laws-regulations/summary-comprehensive-environmental-response-compensation-and-liability-act,,,,,,
SDWA-1422/1423-UICMFL,SDWA,1422/1423,UIC Regulations Classes I - V,UICMFL,Fluid Movement In Underground Source Of Drinking Water,SDWA 1422/1423 UIC Regulations Classes I - V UICMFL Fluid Movement In Underground Source Of Drinking Water,59,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
TSCA-402C-L4N,TSCA,402C,Lead: RRP,L4N,Lead-Based Paint,TSCA 402C Lead: RRP L4N Lead-Based Paint,58,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
CAA-114-NESHAP,CAA,114,"Record keeping, Inspection, Information Request",NESHAP,National Emission Standard For Hazardous Air Pollutant,"CAA 114 Record keeping, Inspection, Information Request NESHAP National Emission Standard For Hazardous Air Pollutant",57,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7414,,,
CAA-SUBCHP6-OTHER,CAA,SUBCHP6,Clean Air Act,OTHER,Other/Miscellaneous,CAA SUBCHP6 Clean Air Act OTHER Other/Miscellaneous,57,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,,,,
FIFRA-12A2N-2NA,FIFRA,12A2N,Failure to File Reports,2NA,Failure To File Reports,FIFRA 12A2N Failure to File Reports 2NA Failure To File Reports,56,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CAA-112[R][1]-RMP-A,CAA,112[R][1],Prevention of Accidental Release/General Duty Clause,RMP-A,Risk Management Plan - CAA,CAA 112[R][1] Prevention of Accidental Release/General Duty Clause RMP-A Risk Management Plan - CAA,56,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7412,,,
CWA-308-OTHER,CWA,308,"Information Request, Records, Entry",OTHER,Other/Miscellaneous,"CWA 308 Information Request, Records, Entry OTHER Other/Miscellaneous",56,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1318,,,
CWA-311B-PLAN,CWA,311B,Oil & Hazardous Substances Discharge,PLAN,Failure To Have Adequate SPCC Plan,CWA 311B Oil & Hazardous Substances Discharge PLAN Failure To Have Adequate SPCC Plan,56,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
SDWA-1412/1414-UICMON,SDWA,1412/1414,National Drinking Water Regulations,UICMON,Monitoring Requirements,SDWA 1412/1414 National Drinking Water Regulations UICMON Monitoring Requirements,55,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
FIFRA-12A2N-1BB,FIFRA,12A2N,Failure to File Reports,1BB,Advertised Pesticide For Unregistered Use,FIFRA 12A2N Failure to File Reports 1BB Advertised Pesticide For Unregistered Use,55,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CWA-311-SPILL,CWA,311,Oil and Hazardous Substance Liability,SPILL,Oil Spill Violation Under CWA/OPA,CWA 311 Oil and Hazardous Substance Liability SPILL Oil Spill Violation Under CWA/OPA,55,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
SDWA-1423-PWSMR,SDWA,1423,Safe Drinking Water Act,PWSMR,PWS Monitoring/Reporting,SDWA 1423 Safe Drinking Water Act PWSMR PWS Monitoring/Reporting,54,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
RCRA-9006D-REC,RCRA,9006D,UST Civil Penalties,REC,Violation Of Req. To Monitior/Maintain Records,RCRA 9006D UST Civil Penalties REC Violation Of Req. To Monitior/Maintain Records,54,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991e,,,
RCRA-3002-LBLMRK,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,LBLMRK,Labeling/Marking Requirements,RCRA 3002 Standards Applicable to Generators of Hazardous Waste LBLMRK Labeling/Marking Requirements,53,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
CAA-112-EMIS,CAA,112,Hazardous Air Pollutants,EMIS,Air Emissions Not Otherwise Specified,CAA 112 Hazardous Air Pollutants EMIS Air Emissions Not Otherwise Specified,53,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7412,,,
RCRA-9005-UST,RCRA,9005,"Inspections, Monitoring, Testing, Corrective Actions",UST,"UST Requirements, Other Than LDAR","RCRA 9005 Inspections, Monitoring, Testing, Corrective Actions UST UST Requirements, Other Than LDAR",53,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991d,,,
EPCRA-304-NONOTE,EPCRA,304,Emergency Release Notification Section 313 Program,NONOTE,Failure To Notify,EPCRA 304 Emergency Release Notification Section 313 Program NONOTE Failure To Notify,52,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
TSCA-15-ASB,TSCA,15,Prohibited Acts,ASB,Asbestos Requirement Violation (CAA),TSCA 15 Prohibited Acts ASB Asbestos Requirement Violation (CAA),52,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
FIFRA-12A2G-FIFRA,FIFRA,12A2G,Misuse,FIFRA,FIFRA,FIFRA 12A2G Misuse FIFRA FIFRA,52,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CWA-308-PRETMT,CWA,308,"Information Request, Records, Entry",PRETMT,Pretreatment Violation,"CWA 308 Information Request, Records, Entry PRETMT Pretreatment Violation",52,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1318,,,
EPCRA-312A-REP,EPCRA,312A,Emerg. Plan. & Commun. Right To Know Act,REP,Violations Of Reporting Requirements,EPCRA 312A Emerg. Plan. & Commun. Right To Know Act REP Violations Of Reporting Requirements,52,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
CAA-110-EMIS,CAA,110,Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,EMIS,Air Emissions Not Otherwise Specified,CAA 110 Implementation Plan for National Primary and Secondary Ambient Air Quality Standards EMIS Air Emissions Not Otherwise Specified,51,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/criteria-air-pollutants/naaqs-implementation-process,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7410,,,
CWA-301-AFLOT,CWA,301,NPDES Discharge without a Permit,AFLOT,Animal Feedlot,CWA 301 NPDES Discharge without a Permit AFLOT Animal Feedlot,51,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
FIFRA-3-FIFRA,FIFRA,3,Registration of Pesticides,FIFRA,FIFRA,FIFRA 3 Registration of Pesticides FIFRA FIFRA,51,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CWA-301/307-PRMTVL,CWA,301/307,Effluent Limitations - NPDES Toxic & Pretreatment Effluent Standards,PRMTVL,Violation Of A Permit Requirement,CWA 301/307 Effluent Limitations - NPDES Toxic & Pretreatment Effluent Standards PRMTVL Violation Of A Permit Requirement,51,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1317,,,
SDWA-1422/1423-REP,SDWA,1422/1423,UIC Regulations Classes I - V,REP,Violations Of Reporting Requirements,SDWA 1422/1423 UIC Regulations Classes I - V REP Violations Of Reporting Requirements,51,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
RCRA-9005-LDAR,RCRA,9005,"Inspections, Monitoring, Testing, Corrective Actions",LDAR,UST Leak Detection And Repair,"RCRA 9005 Inspections, Monitoring, Testing, Corrective Actions LDAR UST Leak Detection And Repair",51,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991d,,,
TSCA-8-REP,TSCA,8,Reporting & Retention of Information,REP,Violations Of Reporting Requirements,TSCA 8 Reporting & Retention of Information REP Violations Of Reporting Requirements,50,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
FIFRA-12A2F-FIFRA,FIFRA,12A2F,Restricted Usage,FIFRA,FIFRA,FIFRA 12A2F Restricted Usage FIFRA FIFRA,50,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CWA-301/402-NODMR,CWA,301/402,NPDES Permit Violations,NODMR,Failure To Submit DMR,CWA 301/402 NPDES Permit Violations NODMR Failure To Submit DMR,50,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1342,,,
RCRA-LUST-GFR,RCRA,LUST,Underground Storage Tanks Violations,GFR,General Facility Requirements,RCRA LUST Underground Storage Tanks Violations GFR General Facility Requirements,50,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991,,,
TSCA-203-ASB,TSCA,203,EPA Regulations - Asbestos in Schools,ASB,Asbestos Requirement Violation (CAA),TSCA 203 EPA Regulations - Asbestos in Schools ASB Asbestos Requirement Violation (CAA),49,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
TSCA-6-PCBS-STR,TSCA,6-PCBS,PCBS,STR,Violation Of Storage Facility Requirements,TSCA 6-PCBS PCBS STR Violation Of Storage Facility Requirements,49,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
SDWA-1421-UICMIN,SDWA,1421,UIC Regulations,UICMIN,Mechanical Integrity,SDWA 1421 UIC Regulations UICMIN Mechanical Integrity,48,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CWA-301/402-REC,CWA,301/402,NPDES Permit Violations,REC,Violation Of Req. To Monitior/Maintain Records,CWA 301/402 NPDES Permit Violations REC Violation Of Req. To Monitior/Maintain Records,48,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1342,,,
RCRA-7003-OTHER,RCRA,7003,Imminent Order: Solid or Hazardous Waste,OTHER,Other/Miscellaneous,RCRA 7003 Imminent Order: Solid or Hazardous Waste OTHER Other/Miscellaneous,48,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapVII-sec6973,,,
RCRA-9002-UST,RCRA,9002,Notification Requirements of Underground Storage Tanks,UST,"UST Requirements, Other Than LDAR","RCRA 9002 Notification Requirements of Underground Storage Tanks UST UST Requirements, Other Than LDAR",48,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991a,,,
FIFRA-12A1A-GFR,FIFRA,12A1A,Unregistered Pesticide,GFR,General Facility Requirements,FIFRA 12A1A Unregistered Pesticide GFR General Facility Requirements,46,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
CAA-203-VEHCL,CAA,203,Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines,VEHCL,Motor Vehicle Requirements,CAA 203 Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines VEHCL Motor Vehicle Requirements,46,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7522,,,
TSCA-406B-LEAD,TSCA,406B,Lead: Pre-Renovation Education Rule,LEAD,Lead Paint Rule,TSCA 406B Lead: Pre-Renovation Education Rule LEAD Lead Paint Rule,45,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
EPCRA-311-REP,EPCRA,311,Material Safety Data Sheets (MSDS),REP,Violations Of Reporting Requirements,EPCRA 311 Material Safety Data Sheets (MSDS) REP Violations Of Reporting Requirements,45,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
CAA-112B-WKPR,CAA,112B,Asbestos,WKPR,Asbesto Demolition/Renovation Work Pratice Req.,CAA 112B Asbestos WKPR Asbesto Demolition/Renovation Work Pratice Req.,45,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7412,,,
CAA-112R-REP,CAA,112R,General Duty/Accidental Release,REP,Violations Of Reporting Requirements,CAA 112R General Duty/Accidental Release REP Violations Of Reporting Requirements,45,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7412,,,
RCRA-9003[C][3]-[4]-LDAR,RCRA,9003[C][3]-[4],"UST Release Detection, Prevention, Correction",LDAR,UST Leak Detection And Repair,"RCRA 9003[C][3]-[4] UST Release Detection, Prevention, Correction LDAR UST Leak Detection And Repair",45,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991b,,,
SDWA-1414G-GFR,SDWA,1414G,PWS - Violation of 1414(g) AO,GFR,General Facility Requirements,SDWA 1414G PWS - Violation of 1414(g) AO GFR General Facility Requirements,44,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CWA-301/402-NONOTE,CWA,301/402,NPDES Permit Violations,NONOTE,Failure To Notify,CWA 301/402 NPDES Permit Violations NONOTE Failure To Notify,44,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1342,,,
CAA-502-PRMTVL,CAA,502,Operating Permits (Title V),PRMTVL,Violation Of A Permit Requirement,CAA 502 Operating Permits (Title V) PRMTVL Violation Of A Permit Requirement,44,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapV-sec7661a,,,
CAA-203-IMP,CAA,203,Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines,IMP,Imports Violation,CAA 203 Prohibited Acts - Motor Vehicle & Motor Vehicle  Engines IMP Imports Violation,43,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7522,,,
RCRA-3005-PRMTVL,RCRA,3005,"Permits for Treatment, Storage, or Disposal of Hazardous Waste",PRMTVL,Violation Of A Permit Requirement,"RCRA 3005 Permits for Treatment, Storage, or Disposal of Hazardous Waste PRMTVL Violation Of A Permit Requirement",42,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6925,,,
CWA-301-REP,CWA,301,NPDES Discharge without a Permit,REP,Violations Of Reporting Requirements,CWA 301 NPDES Discharge without a Permit REP Violations Of Reporting Requirements,40,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
TSCA-5-REP,TSCA,5,Manufacturing and Processing Notices,REP,Violations Of Reporting Requirements,TSCA 5 Manufacturing and Processing Notices REP Violations Of Reporting Requirements,40,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
RCRA-3005-STR,RCRA,3005,"Permits for Treatment, Storage, or Disposal of Hazardous Waste",STR,Violation Of Storage Facility Requirements,"RCRA 3005 Permits for Treatment, Storage, or Disposal of Hazardous Waste STR Violation Of Storage Facility Requirements",40,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6925,,,
RCRA-3002-STR,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,STR,Violation Of Storage Facility Requirements,RCRA 3002 Standards Applicable to Generators of Hazardous Waste STR Violation Of Storage Facility Requirements,39,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
FIFRA-12A1C-FIFRA,FIFRA,12A1C,Composition Difference,FIFRA,FIFRA,FIFRA 12A1C Composition Difference FIFRA FIFRA,39,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
FIFRA-12A1E-IMP,FIFRA,12A1E,Adulterated/Misbranded,IMP,Imports Violation,FIFRA 12A1E Adulterated/Misbranded IMP Imports Violation,39,https://www.epa.gov/laws-regulations/summary-federal-insecticide-fungicide-and-rodenticide-act,,,,,,
EPCRA-312-2NA,EPCRA,312,Emergency and Hazardous Chemical Inventory Forms,2NA,Failure To File Reports,EPCRA 312 Emergency and Hazardous Chemical Inventory Forms 2NA Failure To File Reports,39,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
RCRA-3002-REP,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,REP,Violations Of Reporting Requirements,RCRA 3002 Standards Applicable to Generators of Hazardous Waste REP Violations Of Reporting Requirements,38,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
TSCA-206-GFR,TSCA,206,Contractor Laboratory Accreditation,GFR,General Facility Requirements,TSCA 206 Contractor Laboratory Accreditation GFR General Facility Requirements,38,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
TSCA-15-OTHER,TSCA,15,Prohibited Acts,OTHER,Other/Miscellaneous,TSCA 15 Prohibited Acts OTHER Other/Miscellaneous,38,https://www.epa.gov/laws-regulations/summary-toxic-substances-control-act,https://www.govinfo.gov/app/details/USCODE-2017-title15/USCODE-2017-title15-chap53-subchapI-sec2601,,,,,
CWA-308-NODMR,CWA,308,"Information Request, Records, Entry",NODMR,Failure To Submit DMR,"CWA 308 Information Request, Records, Entry NODMR Failure To Submit DMR",38,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1318,,,
RCRA-7003-GFR,RCRA,7003,Imminent Order: Solid or Hazardous Waste,GFR,General Facility Requirements,RCRA 7003 Imminent Order: Solid or Hazardous Waste GFR General Facility Requirements,38,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapVII-sec6973,,,
CWA-311C2/311E-SPILL,CWA,311C2/311E,Emergency Powers Oil Imminent & Substantial Endangerment,SPILL,Oil Spill Violation Under CWA/OPA,CWA 311C2/311E Emergency Powers Oil Imminent & Substantial Endangerment SPILL Oil Spill Violation Under CWA/OPA,38,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
SDWA-1412/1414-OPMNT,SDWA,1412/1414,National Drinking Water Regulations,OPMNT,Operation And Maintenance,SDWA 1412/1414 National Drinking Water Regulations OPMNT Operation And Maintenance,37,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
SDWA-1412-PWTCR,SDWA,1412,Nat'l Drinking Water Compliance Schedule - Effective Date,PWTCR,PWS Total Coliform Rule,SDWA 1412 Nat'l Drinking Water Compliance Schedule - Effective Date PWTCR PWS Total Coliform Rule,37,https://www.epa.gov/laws-regulations/summary-safe-drinking-water-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap6A-subchapXII-partA-sec300f,,,,,
CAA-114-INFO,CAA,114,"Record keeping, Inspection, Information Request",INFO,CAA/114 (Info),"CAA 114 Record keeping, Inspection, Information Request INFO CAA/114 (Info)",37,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7414,,,
